id,titulo,anio,fecha,familia,tipologia,categoria,validacion,observacion,doi,url,fuente,activo
P-GR-F633D1F32BDE,Marco de trabajo scrum con instrucci6n diferenciada aplicado al proceso de aprendizaje,2022,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-6D0BDB417EE7,ALGORITMO FACIL,2014,,Producción bibliográfica,Libro resultado de investigación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros publicados, consultado 2026-09-24",1
P-GR-40B29DD3BF41,Programación orientada a objetos: Un enfoque desde la perspectiva del aprendizaje basado en problemas (Spanish Edition),2025,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-5084964A8481,CONSTRUCCIÓN Y EVALUACIÓN DE LOS RESULTADOS DE APRENDIZAJE: ANÁLISIS DE LOS LOGROS DEL PROGRAMA DE INGENIERÍA DE SISTEMAS DE LA UNIVERSIDAD POPULAR DEL CESAR,2024,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-1D0CF334A92F,DESAFIANDO LA TRADICIÓN: INNOVACIÓN EN FLEXIBILIZACIÓN CURRICULAR EN EL PROGRAMA DE INGENIERÍA DE SISTEMAS - EXPERIENCIAS DE LIDERAZGO Y GESTIÓN EN LA UNIVERSIDAD POPULAR DEL CESAR,2024,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-6CECC4B1E621,LA INVESTIGACIÓN COMPONENTE ESENCIAL PARA EL EMPRENDIMIENTO DIGITAL EN UNIVERSIDADES PÚBLICAS DE COLOMBIA. CASO DE ESTUDIO EL PROGRAMA DE INGENIERÍA DE SISTEMAS EN LA UNIVERSIDAD POPULAR DEL CESAR,2024,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-74022E5272F0,"APLICACIÓN MÓVIL PARA PROMOVER EL TURISMO COMUNITARIO EN LA COMUNIDAD INDÍGENA ARHUACA EN EL MUNICIPIO DE PUEBLO BELLO, DEPARTAMENTO DEL CESAR",2022,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-252601033A96,Utilización de métricas de calidad para evaluar las características de uso de un producto software,2022,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-DBA082D745E6,PROCEDIMIETOS DE ESTUDIO EN EL APRENDIZAJE COLABORATIVO,2022,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-5111A5D4CC31,RETOS EVALUATIVOS EN EL APRENDIZAJE COLABORATIVO,2022,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-EAD50922E74B,Determinación del efecto de un sistema micro controlado de riego por goteo en la fertilización y cultivo del ají,2021,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-54B89F41841B,Modelo incremental para las competencias docentes TICTACTEP en el desarrollo de las competencias digitales en Colombia,2019,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-ECB62EF7A016,Realidad aumentada como apoyo en la enseñanza de la cultura,2019,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-45F237AB9CD0,M-Learning como metodología de enseñanza y aprendizaje de la asignatura Inglés A2,2018,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-FCD1894B0A33,DELITOS INFORMÁTICOS EN LA NORMATIVIDAD JURIDICA COLOMBIANA,2018,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-295E9637472D,La investigación aplicada en la sociedad de la información: Innovación y Desarrollos,2018,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-344616433808,"Una mirada a la despensa latinoamericana: Hábitos de consumo en el municipio de Valledupar, Cesar; Colombia",2015,,Producción bibliográfica,Capítulo de libro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-04AC59848F8D,Extending the local radial basis function collocation methods for solving semilinear partial differential equations,2009,,Producción bibliográfica,Otro capítulo de libro publicado,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-8C8BA41E1D55,Modelamiento y Simulación de una Torre de Enfriamiento Mecánica,2008,,Producción bibliográfica,Otro capítulo de libro publicado,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-989F846FE99B,Aplicación de los principios de transferencia de masa y calor en una torre de enfriamiento,2008,,Producción bibliográfica,Otro capítulo de libro publicado,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-3F9167F19CC7,Comparison of several numerical schemes based on Kansa's Method to solve an initial boundary value problem,2007,,Producción bibliográfica,Otro capítulo de libro publicado,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Capítulos de libro publicados, consultado 2026-09-24",1
P-GR-F992F7872D1E,Documento maestro de registro calificado Especialización en Ingeniería de Software,2018,,Producción bibliográfica,Documento de trabajo (Working Paper),,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Documentos de trabajo, consultado 2026-09-24",1
P-GR-7B5B2838DF9D,Lineas de Investigación del programa de Ingeniería de Sistemas,2016,,Producción bibliográfica,Documento de trabajo (Working Paper),,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Documentos de trabajo, consultado 2026-09-24",1
P-GR-7FAD3D736F37,Evaluación de la confianza en e-commerce en consumidores con niveles de educación profesional en la ciudad de Valledupar - See more at: http://www.bdigital.unal.edu.co/46220/#sthash.HcA6OtmT.dpuf,2014,,Producción bibliográfica,Documento de trabajo (Working Paper),,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Documentos de trabajo, consultado 2026-09-24",1
P-GR-255C5F99442E,"Metodología para el desarrollo de software integrando la arquitectura empresarial (EA), el modelado de procesos de negocio (BPM), y arquitectura orientada al servicio (SOA)",2013,,Producción bibliográfica,Otra,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otra publicación divulgativa, consultado 2026-09-24",1
P-GR-E598EAB858FD,"APLICACIÓN MÓVIL COMO HERRAMIENTA PARA PRESERVAR LA LENGUA DEL PUEBLO KANKUAMO EN EL CORREGIMIENTO DE ATANQUEZ, MUNICIPIO DE VALLEDUPAR",2022,,Producción bibliográfica,Revista de divulgación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-2EB88FE36C34,EVALUACIÓN DE LA CALIDAD DEL SISTEMA DE INFORMACIÓN UTILIZANDO METRICAS DEL SOFTWARE,2022,,Producción bibliográfica,Revista de divulgación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-B4ED2C95E1A0,MODELO DE GOBIERNO DE TI PARA INSTITUCIONES PRESTADORAS DE SERVICIOS DE SALUD ¿ IPS,2020,,Producción bibliográfica,Revista de divulgación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-7D6F0DEDBE6C,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DE HOTELES Y CASAS RURALES,2018,,Producción bibliográfica,Revista de divulgación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-3BA0F3656809,APLICACIÓN MÓVIL PARA LA GESTIÓN DE HOTELES Y CASAS RURALES,2017,,Producción bibliográfica,Revista de divulgación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-E0BEE67A607B,WEB 2.0: ELEMENTO NECESARIO PARA EL APRENDIZAJE COLABORATIVO EN EDUCACIÓN SUPERIOR. UNA REVISIÓN,2014,,Producción bibliográfica,Revista de divulgación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-6063824CA251,formación inicial y práctica del profesor. Analisis desde las caracterizaciones del pensmaiento del profesor,2012,,Producción bibliográfica,Periódico de noticias,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-568716D19AD3,SOLUCION DE LAS ECUACIONES DE NAVIER-STOKES USANDO COLOCACION LOCAL DE FUNCIONES DE BASE RADIAL,2010,,Producción bibliográfica,Periódico de noticias,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-C726738E6443,Extending the local radial basis function collocation methods for solving semi-linear partial differential equations,2009,,Producción bibliográfica,Revista de divulgación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-D4DEF4AB9217,"Vallenato, matemático y físico, profesor de la Udes, científico de talla¿ y desconocido",2008,,Producción bibliográfica,Periódico de noticias,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-7013D8135B5E,El Padre Del Analizador De Fuerza,2006,,Producción bibliográfica,Periódico de noticias,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros artículos publicados, consultado 2026-09-24",1
P-GR-9452550C25AD,Fundamentos en teoría de la computación,2024,,Producción bibliográfica,Libros de formación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros de formación, consultado 2026-09-24",1
P-GR-BEBA8325DC8C,Introducción a la Ingeniería de Software,2023,,Producción bibliográfica,Libros de formación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros de formación, consultado 2026-09-24",1
P-GR-5185B10D5731,Ciencias Naturales 5°,2023,,Producción bibliográfica,Libros de formación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros de formación, consultado 2026-09-24",1
P-GR-3E98D041B1BD,Ciencias Naturales 5 A,2023,,Producción bibliográfica,Libros de formación,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Libros de formación, consultado 2026-09-24",1
P-GR-12A21C0412F1,Fundamentos De Analisis Quimico Cuantitativo,2006,,Producción bibliográfica,Otro libro publicado,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros Libros publicados, consultado 2026-09-24",1
P-GR-7601C3BD6808,OVA de Programación de computadores I,2019,,Producción técnica y tecnológica,Otro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros productos tecnológicos, consultado 2026-09-24",1
P-GR-AA54A8011EA6,OVA de Algoritmos y Fundamentos de Programación,2018,,Producción técnica y tecnológica,Otro,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Otros productos tecnológicos, consultado 2026-09-24",1
P-GR-E67808F3E48A,UPC PRO,2025,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-34C84FF3EEC3,"SOFTWARE PARA REGISTRO, CONTROL Y OPERACIONES MERCANTILES DE EMPRESAS COMERCIALIZADORAS DE ROPA Y ACCESORIOS",2024,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-07DF6597FC47,SOFTWARE MOVIL Y WEB COMO AMBIENTE VIRTUAL DE APRENDIZAJE INMERSIVO CON INSTRUCCIÓN DIFERENCIADA PARA LA ENSEÑANZA DE LAS CIENCIAS NATURALES A DISCAPACITADOS AUDITIVOS,2024,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-A359D2192C96,SOFTWARE COMO APLICACIÓN MÓVIL PARA EL APOYO EN EL DIAGNÓSTICO Y TOMA DE DECISIONES FRENTE A CASOS DE LEPRA EN EL DEPARTAMENTO DEL CESAR,2024,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-FCF874DBD7DC,Software como aplicación móvil para el apoyo en el diagnóstico y toma de decisiones frente a casos de lepra en el departamento del Cesar.,2024,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-5B62166B9F6A,Micrositio deptarmento de Lenguas Modernas,2024,,Producción técnica y tecnológica,Otra,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-BEF57EDF2BF9,APLICACION MOVIL TU RUTA,2024,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-29E8F8FC7CF0,TU RUTA,2024,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-DD5C71BDE3D6,TENDEFACIL,2024,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-51E400EA87E8,"SOFTWARE PARA LA GESTIÓN Y ADMINISTRACIÓN DE LAS COMPRAS, VENTAS Y MANEJO DE INVENTARIO DE REPOSTERÍAS",2024,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-FCF51B7D44D2,"SOFTWARE PARA LA GESTIÓN Y ADMINISTRACIÓN DE LAS COMPRAS, VENTAS Y MANEJO DE INVENTARIO DE REPOSTERÍAS",2023,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-A4239CA6DC02,"APLICACIÓN MÓVIL PARA INCENTIVAR EL TURISMO COMUNITARIO EN EL MUNICIPIO DE PUEBLO BELLO, DEPARTAMENTO DEL CÉSAR - IKU",2023,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-6A4985DA3626,SOFTWARE COMO SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DOCUMENTAL Y CONSULTAS GENERALES DE NORMAS JURÍDICAS,2023,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-972AE047589A,SOFTWARE PARA LA GESTIÓN DE INVENTARIO Y VENTAS AGROINDUSTIALES.,2023,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-94A161380D37,SOFTWARE PARA LA GESTIÓN DE INVENTARIO Y VENTAS AGROINDUSTIALES,2023,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-C6BCC3B9487A,SOFTWARE PARA LA GESTIÓN DE PRODUCTOS PRESENTADOS ANTE EL COMITÉ EDITORIAL,2022,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-E33A53C4CC47,SOFTWARE PARA LA GESTIÓN DE PRODUCTOS PRESENTADOS ANTE EL COMITÉ EDITORIA,2022,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-CFD332317522,SISTEMA DE INFORMACIÓN (SOFTWARE) PARA EL ANÁLISIS DE COSTOS EN EL PROCESO DE EMPAQUE Y EMBALAJE DE PRODUCTOS DE EXPORTACIÓN,2022,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-4BF0C2E0CBD8,SOFTWARE APLICATIVO INFORMÁTICO PARA MEDIR EL POTENCIAL EXPORTADOR EN MIPYMES DE COLOMBIA,2022,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-18DAD3066DEA,SOFTWARE PARA LA CONSULTA Y GENERACIÓN DEL FORMATO 220 DE LA DIAN SEGÚN INGRESOS EN UNA COMPAÑÍA CASO (UPC),2022,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-005878A35E60,SOFTWARE PARA LA CONSULTA Y GENERACIÓN DEL FORMATO 220 DE LA DIAN SEGÚN INGRESOS ES UN COMPAÑÍA CASO (UPC),2022,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-7C29B7E3300B,APLICACIÓN WEB PARA LA CARACTERIZACIÓN DE ESTUDIANTES MEDIANTE ESTILOS DE APRENDIZAJE,2022,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-6AC60382AB72,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DEL PLAN DE ACCIÓN DOCENTE DE LA UNIVERSIDAD POPULAR DEL CESAR,2021,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-09A47BDF6DCD,SISTEMA DE INFORMACIÓN PARA EL PROCESO DE GESTIÓN DOCENCIA DE LA UNIVERSIDAD POPULAR DEL CESAR.,2021,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-26781899AB2B,SISTEMA DE INFORMACIÓN PARA EL PROCESO DE GESTIÓN DOCENCIA DE LA UNIVERSIDAD POPULAR DEL CESAR,2021,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-31C16E130328,APLICACIÓN WEB PARA LA CARACTERIZACIÓN DE ESTUDIANTES MEDIANTE ESTILOS DE APRENDIZAJE,2021,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-21F965AC4CE4,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN Y CONTROL DE PRACTICAS EMPRESARIALES DE LA FACULTAD DE CIENCIAS ADMINISTRATIVAS Y CONTABLES DE LA UPC,2021,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-18DDE3320DCF,SISTEMA DE GESTIÓN Y CONTROL DE VACUNAS EN LA GANADERÍA,2021,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-E8E5BDCE8E93,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DE LA MATRIZ DE COSTOS EN LA COMERCIALIZADORA SEYNEKUN,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-03B4434477AF,SISTEMA DE INFORMACIÓN PARA EL CONTROL DE LOS PROCESOS ACADÉMICOS Y ADMINISTRATIVOS ASOCIADOS AL CONSEJO DE FACULTAD DE LA UNIVERSIDAD POPULAR DEL CESAR,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-22C693129F9E,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN E INVENTARIO DE INSUMOS DEL LABORATORIO DE MICROBIOLOGÍA DE LA UNIVERSIDAD POPULAR DEL CESAR.,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-35407DC5D608,SISTEMA DE GESTIÓN DE PROYECTOS DE INVESTIGACIÓN Y PONENCIAS DEL PROGRAMA DE MICROBIOLOGÍA DE LA UNIVERSIDAD POPULAR DEL CESAR,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-36588E2A6C44,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DE INFORMACIÓN DE LAS ASISTENCIAS A CLASES DE LOS ESTUDIANTES DE LA UNIVERSIDAD POPULAR DEL CESAR,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
